date,Site,GPP,GPP.lower,GPP.upper,GPP.daily.sd,ER,ER.lower,ER.upper,ER.daily.sd,K600.daily,K600.daily.sd,GPP_daily_n_eff,GPP_daily_Rhat,ER_daily_n_eff,ER_daily_Rhat,K600_daily_n_eff,K600_daily_Rhat,warnings,errors
2021-12-19,SR02,-0.135962606,-0.782527137,0.520207631,0.324049809,-0.3794853,-2.19770683,-2.19770683,0.911112386,3.263697377,1.580595592,3399.028827,0.998639469,1684.790849,0.998533242,1413.272048,0.998778778,,
2022-03-29,SR02,1.894133804,1.028255453,2.702925992,0.434504271,-0.695397273,-1.843749364,-1.843749364,0.583114878,7.66890334,1.323691937,1812.539736,1.002885181,2748.417408,0.999853253,2434.531689,0.998971998,,
2022-03-30,SR02,2.39326973,1.473752968,3.329352317,0.465416998,-1.546057488,-2.770327273,-2.770327273,0.604465251,7.152108374,1.208836394,2631.788979,0.999489198,3758.396496,0.998337677,2997.230416,1.00012829,,
2022-03-31,SR02,-2.391609607,-3.193378415,-1.611841497,0.403422972,-0.165766571,-2.062967739,-2.062967739,0.943375252,1.933831844,1.008909317,2991.860991,0.999898336,1470.841306,1.002465592,942.0708036,1.003880045,,
2022-04-30,SR02,2.32939594,1.415665426,3.253261164,0.452944273,-0.049765967,-1.324699844,-1.324699844,0.648770576,6.590196217,1.205334348,2643.568368,0.999500384,3331.415745,1.000625037,2896.165143,0.998487965,,
2022-05-01,SR02,2.660043219,1.788703072,3.57113009,0.455399554,-0.411411102,-1.660574072,-1.660574072,0.624274643,6.03637256,1.090255382,2463.077449,0.999526544,3127.245399,0.9990676,2278.585594,0.998911735,,
2022-05-02,SR02,2.726544521,1.850989811,3.715143261,0.471369936,-1.108415894,-2.361728639,-2.361728639,0.622275556,5.714056094,0.927557205,2793.576755,0.999866792,3719.173502,0.999035569,2665.542908,0.999260197,,
2022-05-03,SR02,2.365728416,1.419685286,3.230028685,0.453827481,-2.337266631,-3.546224716,-3.546224716,0.62743385,5.252744526,1.023667075,2423.921692,1.000912261,2345.393581,1.000272572,3442.451444,0.999863001,,
2022-05-04,SR02,-0.804707968,-1.711621062,0.111978035,0.445402021,-2.785400469,-5.23883534,-5.23883534,1.261738938,2.001640104,1.019349342,3036.399063,0.999804658,1188.320727,1.001659777,1043.136929,1.002269572,,
2022-05-05,SR02,0.73370472,-0.087034322,1.527810346,0.413581105,-5.12998665,-7.698654182,-7.698654182,1.341627292,6.005787719,1.433146593,2569.380613,0.99914684,1891.090805,1.000003699,1772.918165,1.00065651,,
2022-05-06,SR02,1.355440553,0.285164585,2.422389998,0.539341524,-5.449558203,-8.501324708,-8.501324708,1.55117396,6.718163238,1.709191595,1618.775688,1.000449256,1482.872387,0.999982993,1581.462596,0.999747994,,
2022-05-07,SR02,0.632565897,-0.172653332,1.396218224,0.395035471,-2.321407495,-3.906131511,-3.906131511,0.81654622,6.642979745,1.572525352,2907.615942,0.998742949,1973.597167,0.999882305,2420.172336,1.00041242,,
2022-05-08,SR02,0.753435379,-0.016267193,1.528348652,0.397834096,-0.892226086,-2.03569578,-2.03569578,0.608907442,6.573766893,1.578583745,2677.173047,1.000898742,2318.372369,1.001875493,2903.397634,1.000170005,,
2022-05-09,SR02,1.547563372,0.583393386,2.485845393,0.483298944,-1.228304463,-2.457757272,-2.457757272,0.635233651,7.908554203,1.552154906,1881.437611,0.999846948,2257.917352,1.001030202,2216.276468,1.001315747,,
2022-05-10,SR02,1.977757387,1.008305325,2.920910658,0.488082043,-1.325853367,-2.54219203,-2.54219203,0.618002403,8.206440201,1.428322163,1880.967707,1.000742323,2443.790741,1.002110473,2231.678609,1.00005828,,
2022-05-11,SR02,2.16936708,1.223638547,3.088786799,0.48005599,-1.964824211,-3.175232202,-3.175232202,0.625370023,7.933690738,1.279246539,1952.973153,0.999675525,2542.236247,0.99975571,2313.913293,1.002430288,,
2022-05-12,SR02,1.774407505,0.850016618,2.715723562,0.471904804,-1.935831128,-3.240919818,-3.240919818,0.658460687,7.337184963,1.334382057,2090.102873,0.999337461,2325.843654,1.000295352,2188.570443,0.998986612,,
2022-05-13,SR02,1.807780988,0.878805269,2.690954296,0.454962313,-2.073759606,-3.296559972,-3.296559972,0.644096007,6.6664784,1.406823035,2208.520927,0.998842011,2419.22324,0.999110249,2383.948121,0.999652713,,
2022-05-14,SR02,1.548668226,0.674884719,2.450726384,0.45244479,-1.753149881,-2.987013021,-2.987013021,0.643902173,6.529291147,1.317211209,1826.038096,1.001044678,1848.025702,1.000641187,2216.245908,1.00182323,,
2022-05-15,SR02,1.92762535,1.033941612,2.887026666,0.47615993,-1.994650482,-3.282904675,-3.282904675,0.654947634,6.055947992,1.298088877,2188.051049,0.99977727,2270.070532,1.000409666,2456.260309,0.99883267,,
2022-05-16,SR02,1.753532638,0.812845436,2.655628709,0.485205755,-4.652150816,-6.555814246,-6.555814246,0.986750771,7.003360529,1.332613016,1761.278324,0.999715357,1449.487255,0.99967284,1624.139775,0.99966054,,
2022-05-17,SR02,1.980920923,1.061578151,2.972588811,0.485849765,-2.681587528,-4.183656197,-4.183656197,0.737825623,7.512503978,1.238550558,1929.280225,0.998783218,1864.867603,0.99988776,2064.978536,0.999159292,,
2022-05-18,SR02,2.349148307,1.425701194,3.315000735,0.485235538,-2.362037259,-3.705725199,-3.705725199,0.638751561,7.261165881,1.175255112,1741.673907,1.002644964,2229.751968,1.000764486,1966.877762,1.001741474,,
2022-05-19,SR02,2.434702346,1.499126846,3.401536353,0.488167995,-3.129676458,-4.514925254,-4.514925254,0.688584691,6.823467627,1.185585415,1784.419892,0.999912482,1861.11611,1.000026538,2458.969719,0.999933035,,
2022-05-20,SR02,2.447284416,1.501591587,3.419948764,0.484870621,-3.040177613,-4.432649077,-4.432649077,0.707486558,6.406347289,1.129334301,1802.974513,0.999901095,2011.535301,0.9999476,2081.898389,0.999584598,,
2022-05-21,SR02,2.042789864,1.100193793,2.914225709,0.461028454,-1.772777588,-2.980982543,-2.980982543,0.638006027,6.501456726,1.209760735,2202.390317,0.999831448,2300.188518,1.000280132,2745.66387,0.998508725,,
2022-05-22,SR02,2.455996128,1.562655577,3.383504754,0.482627512,-2.090552906,-3.274379858,-3.274379858,0.616948674,6.757660317,1.173142415,1660.465283,0.999777947,2151.590917,0.998905228,2203.596404,0.999471064,,
2022-05-23,SR02,-4.542004581,-5.366240385,-3.752178305,0.411789628,1.879388893,0.36321146,0.36321146,0.719867259,0.414873202,0.32247817,3379.5964,0.998815506,2438.544439,0.998447314,2109.074799,0.998516636,,
2022-06-16,SR02,2.184207772,1.257131097,3.100284076,0.473328259,-3.747637658,-5.369522095,-5.369522095,0.81973514,3.518479193,0.856922591,2431.060219,1.00031697,2099.138041,0.998747092,2178.892034,0.999392273,,
2022-06-17,SR02,3.272806951,2.22613688,4.259099989,0.512725454,-4.392641046,-5.900829674,-5.900829674,0.782205286,5.304684862,0.842875666,1486.292959,0.998658855,1624.600191,0.998639428,1958.178042,0.998886287,,
2022-06-18,SR02,2.969857352,2.007454339,3.916759397,0.477799383,-3.381650332,-4.733767221,-4.733767221,0.687650231,4.711721165,0.816569642,1613.138424,0.999169371,1718.394401,0.999255912,2182.843699,0.998470405,,
2022-06-19,SR02,3.268956275,2.342266094,4.190731479,0.475401887,-2.904565823,-4.181248166,-4.181248166,0.650426411,4.601169624,0.735278936,1703.824059,1.00192582,2209.28619,0.999203309,2588.060542,0.999933953,,
2022-06-20,SR02,4.100060079,3.163084183,5.027728201,0.475923344,-3.725388357,-4.908733197,-4.908733197,0.622131474,4.264524146,0.654097908,2165.680447,0.999417005,2427.000716,0.99832291,3044.064567,0.998946198,,
2022-06-21,SR02,4.796489577,3.79781053,5.872699591,0.516452194,-4.936753673,-6.362003354,-6.362003354,0.682845478,4.435688786,0.587154528,2018.153299,1.000588009,2129.459477,1.001168954,2323.080069,1.000109566,,
2022-06-22,SR02,5.048247631,4.121434536,6.009985895,0.479197426,-4.711365452,-5.984566222,-5.984566222,0.626448965,3.793131155,0.516296593,1998.291883,0.999973092,2053.04481,1.001064376,2584.834202,0.999686451,,
2022-06-23,SR02,5.519280244,4.567315624,6.537698646,0.505884247,-5.100906561,-6.407251231,-6.407251231,0.660735708,4.062409193,0.49647899,1977.420641,0.999139549,2297.294462,0.998930814,2330.537249,0.999898493,,
2022-06-24,SR02,5.926179385,5.001212551,6.847477581,0.463390086,-5.547912573,-6.76169281,-6.76169281,0.618200005,3.587891226,0.458021756,2272.705736,0.998858833,2758.692873,0.99908434,2734.552594,0.999662394,,
2022-06-25,SR02,5.925686102,5.026134989,6.880075783,0.482292285,-4.916783847,-6.133291237,-6.133291237,0.627718596,3.425431386,0.437015854,2094.429908,0.998870941,2522.713912,0.998944644,3368.393084,0.998958064,,
2022-06-26,SR02,6.310317256,5.38217534,7.323808473,0.498745903,-5.316491623,-6.523390791,-6.523390791,0.622123988,4.527666072,0.512489992,1795.588817,0.999529147,2054.42146,0.999892408,3116.12556,0.998499556,,
2022-06-27,SR02,9.864947777,8.398089962,11.2613832,0.72942809,-18.29167294,-20.81057225,-20.81057225,1.280526322,2.142214472,0.290156517,1458.088713,0.999663969,1339.227219,1.000324016,1402.827246,1.000800046,,
2022-06-28,SR02,0.853145802,0.014028053,1.701372594,0.431127055,-0.841425607,-2.90622197,-2.90622197,1.002443415,0.615970527,0.35138582,3792.059991,1.0002202,1881.277095,1.000778432,1519.708078,1.000481228,,
2022-06-29,SR02,1.085289491,0.180572963,1.9905011,0.46173651,-4.582884093,-8.34645639,-8.34645639,1.812202172,2.556983528,1.244568421,2173.472342,0.998409416,1154.27631,0.999597622,1216.002043,0.999434403,,
2022-06-30,SR02,0.683601996,-0.292903914,1.641009514,0.486598162,-8.570381312,-13.49939772,-13.49939772,2.478520498,6.13301259,1.632894167,2412.173428,0.999195553,1751.332757,0.9999378,1765.709962,1.000214575,,
2022-07-01,SR02,0.260599198,-0.529030956,1.079568177,0.420643068,-1.166334505,-2.97478101,-2.97478101,0.806368202,0.215514181,0.272735423,2410.455356,1.000918588,1604.984086,1.001871259,1381.674528,0.999969901,,
2022-07-02,SR02,-0.158937819,-0.943414459,0.639676683,0.4020118,-5.425120897,-8.896227178,-8.896227178,1.771713356,5.482884895,1.544313017,3427.259026,0.998435871,1745.459215,0.999166587,1735.076113,0.999283986,,
2022-07-03,SR02,1.403059768,0.402518187,2.486782865,0.533487424,-3.573124589,-6.230525626,-6.230525626,1.285810329,1.656827018,0.878910659,2056.751969,0.998211034,1646.488677,0.999078417,1280.329895,0.999691035,,
2022-07-04,SR02,1.276698018,0.423474727,2.150597234,0.440822222,-2.531252022,-4.425730942,-4.425730942,0.903397702,0.612435272,0.487559974,2447.029776,0.99979643,1476.826048,1.001001276,1676.160083,1.000424763,,
2022-07-05,SR02,0.589238096,-0.279970392,1.46510272,0.432017271,-1.12918482,-2.821921894,-2.821921894,0.77127622,0.243250521,0.282250876,3670.925833,0.999065994,2682.179228,0.998855688,2178.951966,0.999294502,,
2022-07-06,SR02,1.003933516,0.04305974,1.949648041,0.480782373,-7.571120884,-11.29511701,-11.29511701,1.926051982,6.982758328,1.673311778,2118.296358,0.999133162,1597.267856,0.99969652,1659.706734,0.999710206,,
2022-07-07,SR02,1.138117712,0.216827164,2.046728121,0.461338649,-6.343585237,-9.224378563,-9.224378563,1.525336601,6.724086039,1.544242928,2042.768797,1.001048971,1195.898453,0.999943256,1327.936583,1.000202546,,
2022-07-08,SR02,1.378238411,0.447986481,2.311809011,0.484842347,-5.571515434,-8.037748937,-8.037748937,1.266789948,7.712742926,1.51232838,1878.714133,1.000213494,1416.255593,1.001419576,1554.324676,1.001098643,,
2022-07-10,SR02,-0.33165831,-1.142565403,0.467695794,0.42496289,-2.9202099,-6.09281081,-6.09281081,1.535407429,3.735317953,1.680395257,4149.621654,0.998489049,1948.903832,1.000480554,1894.914348,0.999838301,,
2022-07-11,SR02,0.997333628,0.055802388,1.873677189,0.457826981,-3.274965108,-5.2174195,-5.2174195,0.993634985,7.092582079,1.749347056,2230.229537,1.001559554,1625.207176,1.001142373,1807.888149,1.000460591,,
2022-07-12,SR02,1.278102333,0.313502106,2.225989699,0.478257432,-2.590601408,-4.09085587,-4.09085587,0.783378496,7.897792068,1.733241027,2100.649902,0.999328026,1782.160903,0.999405414,1888.573124,0.999591012,,
2022-07-13,SR02,1.726294824,0.631882547,2.862260066,0.55986805,-3.327880527,-5.172784201,-5.172784201,0.934983398,4.480860527,1.309523877,1344.695418,0.999293915,1256.420912,0.999757834,1069.816916,1.000685436,,
2022-07-14,SR02,0.396491534,-0.480259076,1.240298212,0.442968758,-3.243937969,-5.564008917,-5.564008917,1.187900619,5.262285814,1.634254796,2746.849265,0.998792773,1567.62584,0.999371176,1546.443272,0.999315519,,
2022-07-15,SR02,1.402050668,0.423857372,2.341095757,0.485322746,-2.632138798,-4.159607295,-4.159607295,0.792315129,7.062039675,1.474079401,1447.152347,0.998637455,1408.790324,0.999048551,1504.56706,1.0001215,,
2022-07-16,SR02,1.389911263,0.510036168,2.299315756,0.456779266,-1.443853266,-2.697875926,-2.697875926,0.656444882,7.220888292,1.458859953,1946.703627,0.998988035,2302.872419,0.999742453,2444.989632,0.998898369,,
2022-07-17,SR02,1.505487808,0.641270289,2.425671791,0.461117762,-1.15819434,-2.459893236,-2.459893236,0.638088601,6.655785595,1.313489988,2465.906288,1.000658953,2762.453856,0.998909342,2610.634938,0.999422099,,
2022-07-18,SR02,2.271889445,1.328721742,3.213396569,0.486017643,-2.64026544,-3.8984158,-3.8984158,0.657915105,4.774830768,1.05662571,1473.22581,1.000571511,1682.811514,0.999889802,1681.87329,1.000613798,,
2022-07-19,SR02,2.614762931,1.4536064,3.729005144,0.572063178,-5.934963883,-8.263204098,-8.263204098,1.182096763,6.130566365,1.175261544,1277.041315,1.000982963,1274.223641,1.001234377,1327.274533,1.002625016,,
2022-07-20,SR02,1.737190945,0.892965045,2.632384924,0.452183612,-3.647571681,-5.271121543,-5.271121543,0.843799963,5.20171624,1.174503386,1875.841048,1.001062307,1419.284236,1.001281854,1683.062704,0.999911671,,
2022-07-21,SR02,1.939122442,0.932233859,2.952491357,0.509125355,-4.185622048,-6.259019933,-6.259019933,1.048195863,7.156695041,1.696903495,1916.480192,0.999151189,1635.098041,0.999920053,1685.337586,0.999457297,,
2022-07-22,SR02,1.427164449,0.538457532,2.34339731,0.466861452,-2.978373105,-4.607024322,-4.607024322,0.815962726,6.570577258,1.357029812,1814.748061,1.001264948,1529.920962,0.999813892,1722.171066,0.999762962,,
2022-07-23,SR02,1.542910326,0.651940607,2.407363708,0.457533107,-3.349617436,-5.035933547,-5.035933547,0.857762032,5.853570143,1.247500536,1934.578853,0.99969807,1584.176969,1.001146764,1548.827072,1.002076278,,
2022-07-24,SR02,2.162498418,1.278761375,3.070514102,0.457522653,-3.432164879,-4.817569845,-4.817569845,0.720366514,5.494188247,1.142500629,2025.979713,1.000882741,2163.008814,0.999222225,2436.187862,0.999492055,,
2022-07-25,SR02,2.447510032,1.523148445,3.380499278,0.48963936,-3.987055566,-5.622381317,-5.622381317,0.836371552,6.135262271,1.160295177,2019.090095,0.99911818,1732.40853,0.99977721,1760.544565,1.000202781,,
2022-07-26,SR02,2.383701917,1.451043281,3.302686053,0.470444473,-2.923787144,-4.281995648,-4.281995648,0.689251665,5.868143536,1.044321872,1862.782229,0.999854296,1845.681975,0.999188979,2119.185723,0.999638868,,
2022-07-27,SR02,2.874987053,1.912145869,3.851518334,0.489380987,-2.922399968,-4.233608796,-4.233608796,0.660507959,5.87740108,1.00248994,1853.790709,1.000608216,2297.404661,1.001452694,2129.943309,0.999131852,,
2022-07-28,SR02,2.577366875,1.640226369,3.483478967,0.463839369,-2.276229895,-3.48237371,-3.48237371,0.624112368,4.71384925,0.87366777,2407.416395,0.99977518,2872.558842,0.999174147,2833.856891,0.99915977,,
2022-07-29,SR02,2.530435339,1.611685978,3.406101581,0.456192541,-2.272866253,-3.444182689,-3.444182689,0.62437422,4.749838157,0.885062521,2028.160261,1.000251836,2307.835844,0.999493389,2247.084991,0.999091006,,
2022-07-30,SR02,3.347796116,2.426743446,4.288728786,0.471699749,-6.439730987,-8.397177238,-8.397177238,0.899380884,0.269607116,0.25231112,1700.484412,1.001778679,1560.874023,1.000162269,1629.316675,1.002659948,,
2022-07-31,SR02,0.391185971,-0.413072587,1.222584774,0.418562483,-4.384493894,-7.116898014,-7.116898014,1.390535861,3.790404887,0.950983923,2996.227918,0.99976283,1844.429048,0.999782239,1992.205003,1.000169371,,
2022-08-02,SR02,0.493571098,-0.302564525,1.277047892,0.404452326,-3.077240965,-4.748581537,-4.748581537,0.864958333,6.73995907,1.625847181,3074.244273,0.999658731,2082.323115,0.999353949,2349.47685,0.99931673,,
2022-08-03,SR02,1.190828162,0.288909059,2.037982026,0.440077103,-2.572848949,-4.020907975,-4.020907975,0.779366952,8.162377702,1.64046493,1851.839721,0.999705173,1616.144977,1.000137259,1891.396826,1.00020126,,
2022-08-04,SR02,1.622581463,0.826190239,2.412291656,0.402061631,-3.320636591,-4.47995165,-4.47995165,0.604168141,0.149538269,0.201047993,2233.766786,1.000098575,2222.86971,0.999637714,3445.15119,0.999099086,,
2022-08-05,SR02,1.172363558,0.343514899,1.918343584,0.407427474,-1.923573925,-3.564897589,-3.564897589,0.826799966,2.42176936,0.652810192,3152.19857,0.999113928,2017.702942,0.998819002,2431.529368,1.000538173,,
2022-08-06,SR02,2.027442933,1.224229885,2.848126259,0.417650708,-3.893649196,-5.158962055,-5.158962055,0.624312877,0.066406419,0.090835817,2762.028488,0.998640958,2153.593095,1.0001779,3071.135228,0.998906649,,
2022-08-07,SR02,0.39914023,-0.461061213,1.18588208,0.413668178,-1.699768338,-3.452830228,-3.452830228,0.899126517,1.72881217,0.457299276,4276.878224,0.99948324,2067.090691,1.001420282,2126.278128,0.999991141,,
2022-08-08,SR02,0.836278298,-0.02419453,1.658421597,0.426379537,-3.666983536,-5.772638485,-5.772638485,1.119493006,6.966144626,1.692038484,2022.785834,0.999562725,1262.229208,0.999430794,1309.144263,0.999368058,,
2022-08-09,SR02,1.031845855,0.072155889,2.028444865,0.494796124,-2.559273014,-4.493950946,-4.493950946,0.950456953,1.672060391,0.787035126,1458.114197,0.999647846,1318.469554,0.998437943,1355.233956,0.999389611,,
2022-08-10,SR02,0.465233435,-0.3201596,1.266088017,0.413208367,-2.315408864,-4.661617291,-4.661617291,1.114813519,2.854225397,1.222475379,3471.595596,0.998891963,1997.101589,1.000233474,1960.252724,1.000880713,,
2022-08-11,SR02,0.412745349,-0.370963343,1.225434303,0.401793631,-3.193598607,-5.345490106,-5.345490106,1.145168827,4.718672779,1.550905259,3372.209977,0.999851074,1799.038396,0.999483288,1955.763534,0.999331517,,
2022-08-12,SR02,1.29911463,0.615153369,2.034132949,0.367901898,-2.644101233,-4.490310458,-4.490310458,0.851307294,1.387790758,0.80543148,3120.725949,1.000478544,1937.331725,1.001411128,1764.867111,1.000919959,,
2022-08-13,SR02,0.601143851,-0.206839482,1.438314428,0.414430037,-3.14621535,-5.076281202,-5.076281202,0.98937157,7.941815757,1.870507333,2009.658381,0.998980471,1601.245333,0.9989082,1890.528192,0.999028324,,
2022-08-14,SR02,0.850239263,-0.022105504,1.653907807,0.435081486,-2.687762766,-4.254910706,-4.254910706,0.812482259,8.606588615,1.759596538,2055.521652,1.00007462,1569.941847,1.002657522,1931.323686,1.002377074,,
2022-08-15,SR02,1.231078497,0.320755905,2.090756352,0.464909941,-2.518556948,-4.077035185,-4.077035185,0.781975213,7.042316449,1.648270692,1688.961947,1.000028923,1901.250648,0.999066682,1901.34688,0.999318521,,
2022-08-16,SR02,0.757490104,-0.028611385,1.571518954,0.400507061,-1.72570755,-3.135820808,-3.135820808,0.723748038,1.901065427,1.03111578,2762.483032,1.0002663,1795.33861,1.000436832,1623.402653,0.999576497,,
2022-08-17,SR02,2.631744021,1.844969304,3.376681477,0.391123533,-5.271628006,-6.345781898,-6.345781898,0.575319979,0.036118987,0.04953305,2692.366854,0.99872308,2314.532859,0.999212554,3976.097379,1.000269638,,
2022-08-18,SR02,0.088068436,-0.722506415,0.907909528,0.418161398,-1.892567744,-3.477317931,-3.477317931,0.820354978,2.279107929,0.507499569,3737.404651,0.999540588,2020.4849,0.999401371,2011.238178,0.999153688,,
2022-08-19,SR02,0.83272324,0.045853384,1.587010379,0.394370971,-2.562620442,-5.381887145,-5.381887145,1.312377128,2.526951768,1.392892678,3120.260987,0.998504393,2006.235109,1.000280859,1753.735207,1.000839304,,
2022-08-20,SR02,0.366574515,-0.474747444,1.243248759,0.435130428,-1.908198828,-3.833902454,-3.833902454,0.980218899,3.344782789,1.205934521,2138.702351,1.001635476,1487.391311,1.00057009,1714.176114,0.999572467,,
2022-08-21,SR02,0.503252538,-0.25537141,1.335792704,0.404818822,-1.703893703,-3.665174967,-3.665174967,0.885124798,1.36774315,1.002029367,3281.500248,1.000313313,1625.294603,1.002319279,1374.181797,1.002372036,,
2022-08-22,SR02,1.287377988,0.388207463,2.182440778,0.453193062,-3.881817044,-6.509495207,-6.509495207,1.257360994,3.891752263,1.572506568,2041.527453,0.999821352,1284.567438,1.000393091,1217.718209,0.999492384,,
2022-08-24,SR02,0.310440327,-0.461406419,1.104902132,0.385908016,-0.364381359,-1.482200293,-1.482200293,0.579693034,7.426301436,1.968534858,2530.701936,0.999539261,2643.961232,1.000495775,1930.960553,1.000226229,,
2022-08-25,SR02,-0.115647574,-0.934459745,0.715665223,0.425192958,-0.559946418,-1.96064839,-1.96064839,0.704752529,3.826399408,1.81879055,1638.570001,1.000927369,1595.618013,1.001392851,1318.360521,1.000998061,,
2022-08-26,SR02,0.423881484,-0.385877072,1.182505109,0.397152743,-1.023907854,-2.248720467,-2.248720467,0.639753391,7.024056369,1.843008604,2057.589336,1.002222941,1726.72517,1.001978604,2219.447103,0.998507898,,
2022-08-27,SR02,1.302086388,0.322058453,2.325661652,0.504269491,-2.565622327,-4.249491193,-4.249491193,0.829526185,3.943008815,1.136051701,1423.745844,0.998967318,1410.064425,0.999121509,1172.794223,1.001642366,,
2022-08-28,SR02,0.583651991,-0.187452412,1.357774789,0.401398158,-2.361245526,-4.351240711,-4.351240711,0.961786475,3.818705399,1.456840331,3267.508577,0.998639746,1772.134999,0.999827395,1683.713426,0.998907285,,
2022-08-29,SR02,0.77476413,-0.043582928,1.561119919,0.405561262,-2.106336775,-3.477831682,-3.477831682,0.717126057,8.665963339,1.862145616,2143.331984,1.001884973,1780.445877,0.999141499,1832.655611,1.000181825,,
2022-08-30,SR02,1.813705603,1.042727746,2.620486508,0.400183228,-4.107390572,-5.396779547,-5.396779547,0.639099057,0.123837775,0.144256377,2130.504094,0.999980546,2342.01866,1.000062891,2272.515122,0.999829412,,
2022-08-31,SR02,-0.091800266,-0.826364905,0.658047453,0.384738441,-1.699580552,-3.607419668,-3.607419668,0.929106811,4.161989382,1.130355754,3636.578338,0.999208798,1853.48491,1.001942209,1859.424727,1.002561633,,
2022-09-01,SR02,0.499878725,-0.266894163,1.236768866,0.381999152,-1.724129952,-3.131418663,-3.131418663,0.701342034,8.186005974,1.815651459,2529.459846,1.000416095,2241.611672,0.99844706,2235.509923,1.000017397,,
2022-09-02,SR02,0.561048828,-0.221125826,1.33484778,0.402491379,-1.089613167,-2.385722979,-2.385722979,0.650203771,8.46513882,1.848314908,2498.933292,0.999558154,2246.321177,0.99947154,2473.172914,0.999904901,,
2022-09-03,SR02,0.933531224,0.146920867,1.729854339,0.4185454,-0.734400062,-1.868679231,-1.868679231,0.591898938,8.828408103,1.882322857,2096.079763,0.999022205,2211.760702,0.998875903,2278.905543,0.998550688,,
2022-09-04,SR02,1.123978257,0.209691889,1.976179436,0.445585932,-1.898723347,-3.247480638,-3.247480638,0.733252499,3.368491827,1.037294787,1879.118924,0.998844155,1681.753332,0.999576846,1512.667578,1.00072049,,
2022-09-05,SR02,0.548703084,-0.24738784,1.350380512,0.402328718,-2.289019004,-4.17245434,-4.17245434,0.952724659,3.133706594,1.543037467,4512.48436,0.999370568,2237.434061,0.999693384,1879.939152,0.999038392,,
2022-09-06,SR02,0.462706761,-0.319487875,1.243513334,0.39922314,-1.222432628,-2.53641719,-2.53641719,0.683255423,6.055652456,1.583579557,2747.198091,0.998829264,1985.797787,1.000016297,1746.796504,0.998428359,,
2022-09-07,SR02,0.721704044,-0.107422923,1.562898347,0.420179903,-0.928452536,-2.172062567,-2.172062567,0.643587145,8.395763965,1.845357663,1922.63064,1.000421827,2515.478395,0.99964415,2209.214064,1.000509092,,
2022-09-08,SR02,0.788443742,0.023257779,1.523990356,0.386555921,-0.652163398,-1.795798819,-1.795798819,0.575586956,8.846680503,1.983852973,2665.611509,0.999438446,2754.237755,0.999785759,2458.562903,0.998430365,,
2022-09-09,SR02,0.817248471,0.067240038,1.592505817,0.393778034,-0.119991234,-1.255052699,-1.255052699,0.574989167,9.009485749,2.01019118,2619.663324,1.0001681,2547.645583,0.999347973,2649.475642,0.998762149,,
2022-09-10,SR02,0.60291568,-0.120017091,1.307670759,0.375108252,0.659933666,-0.585264175,-0.585264175,0.626275499,8.446604381,2.064058142,2588.048574,0.999533154,2416.802813,0.999496832,2558.387653,1.000180985,,
2022-09-11,SR02,1.133456582,0.326183444,1.879424921,0.398024466,0.152334993,-0.953636455,-0.953636455,0.583486839,7.973959889,1.660478134,3021.763441,1.001371786,3440.384589,0.998342734,2731.577771,1.000382248,,
2022-09-14,SR02,1.322865979,0.522454951,2.128454152,0.415298972,-0.706705089,-1.86047392,-1.86047392,0.59054169,7.204275106,1.523302091,2434.531941,0.998608505,3099.801724,0.9982298,2507.148365,0.999543871,,
2022-09-15,SR02,1.768234008,0.956982983,2.522072629,0.402166581,-1.656989231,-2.735766586,-2.735766586,0.580005757,5.971793294,1.21873012,2164.094614,0.999490317,2338.873588,0.999341219,2326.631651,0.999961092,,
2022-09-16,SR02,1.517380319,0.704893746,2.387255557,0.420349382,-2.492516854,-3.825942626,-3.825942626,0.660178386,3.859270059,1.1267496,2204.256738,1.000240517,1906.016157,1.000240834,1659.870955,0.999427979,,
2022-09-17,SR02,4.725032723,3.649173523,5.696443303,0.522026784,-8.816175074,-10.81548323,-10.81548323,1.029796662,4.730227845,0.732144302,1494.741373,1.000531375,1584.178172,1.00064184,1496.488474,1.000361793,,
2022-09-18,SR02,0.126946452,-1.046229788,1.409547416,0.643249465,-2.912181064,-7.232716369,-7.232716369,2.144839244,2.383152955,1.16940475,1362.807472,0.999630648,1181.854199,0.999819855,1154.245587,1.000548525,,
2022-09-19,SR02,1.651180487,0.917220674,2.349786271,0.367255399,-3.255171071,-4.804507938,-4.804507938,0.805745965,3.505011214,0.842645337,3371.303132,0.998413665,1692.941627,0.999321683,2199.064156,0.999145539,,
2022-09-20,SR02,1.715981446,0.878625198,2.507780793,0.418258791,-3.872027937,-5.483200338,-5.483200338,0.82084199,8.77282482,1.519984497,1927.827399,0.999264501,1556.591568,1.000383137,1609.485994,1.000871341,,
2022-09-21,SR02,1.645717243,0.855973551,2.406618927,0.398096209,-3.354042313,-4.842807269,-4.842807269,0.744234485,7.235533566,1.353179519,2322.117943,0.998936307,2187.641747,0.999779284,2502.422697,0.999547585,,
2022-09-22,SR02,1.820205086,1.004309876,2.625115834,0.424357176,-3.456851782,-5.021958602,-5.021958602,0.766286256,8.081344037,1.425273632,1847.783302,1.000942163,1326.700195,1.000779981,1830.012195,1.000142584,,
2022-09-23,SR02,1.462197536,0.703991471,2.203491148,0.380446628,-2.821250767,-4.248859133,-4.248859133,0.768664934,4.543495571,1.196364902,2678.230059,0.999613101,1326.268695,1.001072725,1533.930107,1.001104568,,
