"solar.time","light","temp.water","DO.obs","DO.sat","depth","discharge"
2020-10-11 04:08:29.723038,0,21.6,6.5,8.77043987764382,2.80111191036442,0.784369248194818
2020-10-11 04:23:29.723038,0,21.6,6.5,8.77043987764382,2.60299191670426,0.784369248194818
2020-10-11 04:38:29.723038,0,21.5,6.5,8.78747047881668,2.37743992392192,0.784369248194818
2020-10-11 04:53:29.723038,0,21.5,6.6,8.78747047881668,2.17017593055437,0.784369248194818
2020-10-11 05:08:29.723038,0,21.5,6.6,8.78747047881668,1.99339193621146,0.784369248194818
2020-10-11 05:23:29.723038,0,21.4,6.7,8.80456054281353,1.84403994099072,0.784369248194818
2020-10-11 05:38:29.723038,0,21.4,6.8,8.80456054281353,1.73126394459955,0.784369248194818
2020-10-11 05:53:29.723038,0,21.4,6.8,8.80456054281353,1.65506394703795,0.784369248194818
2020-10-11 06:08:29.723038,15.0632388005324,21.4,6.9,8.80456054281353,1.6001999487936,0.784369248194818
2020-10-11 06:23:29.723038,139.520474639568,21.4,6.9,8.80456054281353,1.55447995025664,0.784369248194818
2020-10-11 06:38:29.723038,262.637754922213,21.4,6.9,8.80456054281353,1.53009595103693,0.784369248194818
2020-10-11 06:53:29.723038,383.887700527254,21.3,6.9,8.82171038452681,1.50571195181722,0.784369248194818
2020-10-11 07:08:29.723038,502.750931478783,21.3,7,8.82171038452681,1.48132795259751,0.784369248194818
2020-10-11 07:23:29.723038,618.718291474522,21.3,7,8.82171038452681,1.45999195328026,0.784369248194818
2020-10-11 07:38:29.723038,731.293029128337,21.3,7,8.82171038452681,1.44170395386547,0.784369248194818
2020-10-11 07:53:29.723038,839.992925580704,21.3,7,8.82171038452681,1.42646395435315,0.784369248194818
2020-10-11 08:08:29.723038,944.352360308058,21.2,7,8.83892032050301,1.40817595493837,0.784369248194818
2020-10-11 08:23:29.723038,1043.92430550443,21.2,7,8.83892032050301,1.39598395532851,0.784369248194818
2020-10-11 08:38:29.723038,1138.28224094108,21.2,7,8.83892032050301,1.38379195571866,0.784369248194818
2020-10-11 08:53:29.723038,1227.02198103169,21.2,7.1,8.83892032050301,1.36550395630387,0.784369248194818
2020-10-11 09:08:29.723038,1309.76340616018,21.2,7.1,8.83892032050301,1.35026395679155,0.784369248194818
2020-10-11 09:23:29.723038,1386.15209088068,21.2,7.1,8.83892032050301,1.34111995708416,0.784369248194818
2020-10-11 09:38:29.723038,1455.86082209567,21.2,7.1,8.83892032050301,1.33197595737677,0.784369248194818
2020-10-11 09:53:29.723038,1518.59100078367,21.2,7.1,8.83892032050301,1.31978395776691,0.784369248194818
2020-10-11 10:08:29.723038,1574.07392091686,21.2,7.1,8.83892032050301,1.30759195815706,0.784369248194818
2020-10-11 10:23:29.723038,1622.07192053286,21.2,7.1,8.83892032050301,1.30149595835213,0.784369248194818
2020-10-11 10:38:29.723038,1662.3793997267,21.2,7.1,8.83892032050301,1.28930395874227,0.784369248194818
2020-10-11 10:53:29.723038,1694.82370137197,21.2,7.1,8.83892032050301,1.28015995903488,0.784369248194818
2020-10-11 11:08:29.723038,1719.26585061745,21.2,7.1,8.83892032050301,1.27406395922995,0.784369248194818
2020-10-11 11:23:29.723038,1735.60115024079,21.3,7.1,8.82171038452681,1.26796795942503,0.784369248194818
2020-10-11 11:38:29.723038,1743.75962906821,21.3,7.1,8.82171038452681,1.25882395971763,0.784369248194818
2020-10-11 11:53:29.723038,1743.70634169871,21.3,7.1,8.82171038452681,1.25882395971763,0.784369248194818
2020-10-11 12:08:29.723038,1735.44151816768,21.3,7.1,8.82171038452681,1.25882395971763,0.784369248194818
2020-10-11 12:23:29.723038,1719.00056294378,21.3,7.1,8.82171038452681,1.25882395971763,0.784369248194818
2020-10-11 12:38:29.723038,1694.45390326328,21.4,7.2,8.80456054281353,1.25577595981517,0.784369248194818
2020-10-11 12:53:29.723038,1661.90668743712,21.4,7.2,8.80456054281353,1.25272795991271,0.784369248194818
2020-10-11 13:08:29.723038,1621.49833439055,21.4,7.2,8.80456054281353,1.24358396020531,0.784369248194818
2020-10-11 13:23:29.723038,1573.40193649199,21.4,7.2,8.80456054281353,1.24053596030285,0.784369248194818
2020-10-11 13:38:29.723038,1517.82351805562,21.4,7.2,8.80456054281353,1.23139196059546,0.784369248194818
2020-10-11 13:53:29.723038,1455.00115282119,21.4,7.2,8.80456054281353,1.22529596079053,0.784369248194818
2020-10-11 14:08:29.723038,1385.20394415801,21.5,7.2,8.78747047881668,1.22224796088807,0.784369248194818
2020-10-11 14:23:29.723038,1308.73087228302,21.5,7.2,8.78747047881668,1.21615196108314,0.784369248194818
2020-10-11 14:38:29.723038,1225.90951362641,21.5,7.2,8.78747047881668,1.21310396118067,0.784369248194818
2020-10-11 14:53:29.723038,1137.09463755295,21.5,7.2,8.78747047881668,1.21005596127821,0.784369248194818
2020-10-11 15:08:29.723038,1042.66668676918,21.5,7.1,8.78747047881668,1.20700796137575,0.784369248194818
2020-10-11 15:23:29.723038,943.030147577238,21.5,7.1,8.78747047881668,1.20700796137575,0.784369248194818
2020-10-11 15:38:29.723038,838.611817335354,21.5,7.1,8.78747047881668,1.20395996147328,0.784369248194818
2020-10-11 15:53:29.723038,729.858976168356,21.6,7.1,8.77043987764382,1.19786396166835,0.784369248194818
2020-10-11 16:08:29.723038,617.237471076318,21.6,7.1,8.77043987764382,1.19176796186343,0.784369248194818
2020-10-11 16:23:29.723038,501.229720334063,21.6,7.1,8.77043987764382,1.18871996196096,0.784369248194818
2020-10-11 16:38:29.723038,382.332647211577,21.6,7.1,8.77043987764382,1.1856719620585,0.784369248194818
2020-10-11 16:53:29.723038,261.055551261286,21.6,7.1,8.77043987764382,1.17957596225357,0.784369248194818
2020-10-11 17:08:29.723038,137.917926775255,21.6,7.1,8.77043987764382,1.17957596225357,0.784369248194818
2020-10-11 17:23:29.723038,13.4472374177682,21.6,7.1,8.77043987764382,1.17347996244864,0.784369248194818
2020-10-11 17:38:29.723038,0,21.6,7.1,8.77043987764382,1.17043196254618,0.784369248194818
2020-10-11 17:53:29.723038,0,21.5,7.1,8.78747047881668,1.16433596274125,0.784369248194818
2020-10-11 18:08:29.723038,0,21.5,7.1,8.78747047881668,1.15823996293632,0.784369248194818
2020-10-11 18:23:29.723038,0,21.5,7.1,8.81696867039109,1.15519196303386,0.784369248194818
2020-10-11 18:38:29.723038,0,21.5,7.1,8.81696867039109,1.14909596322893,0.784369248194818
2020-10-11 18:53:29.723038,0,21.5,7.1,8.81696867039109,1.14604796332647,0.784369248194818
2020-10-11 19:08:29.723038,0,21.5,7.1,8.81696867039109,1.142999963424,0.784369248194818
2020-10-11 19:23:29.723038,0,21.4,7.1,8.83411139547793,1.13995196352154,0.784369248194818
2020-10-11 19:38:29.723038,0,21.4,7.1,8.83411139547793,1.13690396361907,0.784369248194818
2020-10-11 19:53:29.723038,0,21.4,7.1,8.83411139547793,1.13385596371661,0.784369248194818
2020-10-11 20:08:29.723038,0,21.4,7.1,8.83411139547793,1.13080796381415,0.784369248194818
2020-10-11 20:23:29.723038,0,21.4,7.1,8.83411139547793,1.12775996391168,0.784369248194818
2020-10-11 20:38:29.723038,0,21.4,7.1,8.83411139547793,1.12775996391168,0.784369248194818
2020-10-11 20:53:29.723038,0,21.4,7.1,8.83411139547793,1.12471196400922,0.784369248194818
2020-10-11 21:08:29.723038,0,21.3,7.1,8.85131410726602,1.12471196400922,0.784369248194818
2020-10-11 21:23:29.723038,0,21.3,7.1,8.85131410726602,1.12166396410675,0.784369248194818
2020-10-11 21:38:29.723038,0,21.3,7.1,8.85131410726602,1.12166396410675,0.784369248194818
2020-10-11 21:53:29.723038,0,21.3,7.1,8.85131410726602,1.11861596420429,0.784369248194818
2020-10-11 22:08:29.723038,0,21.2,7.1,8.86857712328587,1.11861596420429,0.784369248194818
2020-10-11 22:23:29.723038,0,21.2,7.1,8.86857712328587,1.11556796430183,0.784369248194818
2020-10-11 22:38:29.723038,0,21.2,7.1,8.86857712328587,1.11556796430183,0.784369248194818
2020-10-11 22:53:29.723038,0,21.2,7.1,8.86857712328587,1.11251996439936,0.784369248194818
2020-10-11 23:08:29.723038,0,21.2,7.1,8.86857712328587,1.11251996439936,0.784369248194818
2020-10-11 23:23:29.723038,0,21.2,7.1,8.86857712328587,1.11251996439936,0.784369248194818
2020-10-11 23:38:29.723038,0,21.1,7.1,8.88590076273913,1.1094719644969,0.784369248194818
2020-10-11 23:53:29.723038,0,21.1,7.1,8.88590076273913,1.1094719644969,0.784369248194818
2020-10-12 00:08:29.723038,0,21.1,7.1,8.88590076273913,1.10642396459443,0.784369248194818
2020-10-12 00:23:29.723038,0,21.1,7.2,8.88590076273913,1.10337596469197,0.784369248194818
2020-10-12 00:38:29.723038,0,21.1,7.1,8.88590076273913,1.10032796478951,0.784369248194818
